NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
1,제주특별자치도 제주시 삼도일동,561-3,0561,0003,에스디빌,62.7500,202012,31,"24,600",4,-,-,2018,서광로 196,-,-,-
2,제주특별자치도 제주시 이도이동,1986-5,1986,0005,오피스텔 노브힐 이도,33.8700,202012,30,"16,000",3,-,-,2017, ,-,-,-
3,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,202012,30,"6,000",6,-,-,1991,도령로 54,-,-,-
4,제주특별자치도 제주시 삼도이동,1137,1137,0000,한집시티빌,84.6446,202012,29,"35,000",8,-,-,2019,무근성3길 18,-,-,-
5,제주특별자치도 제주시 삼도이동,1137,1137,0000,한집시티빌,84.6446,202012,29,"35,000",7,-,-,2019,무근성3길 18,-,-,-
6,제주특별자치도 제주시 한림읍 한림리,1200-7,1200,0007,해원오피스텔,67.0852,202012,28,"15,500",2,-,-,2018,한림남2길 6,-,-,-
7,제주특별자치도 제주시 애월읍 하귀2리,1795-1,1795,0001,애월위너빌,68.8828,202012,28,"26,500",2,-,-,2019,일주서로 7044,-,-,-
8,제주특별자치도 서귀포시 서귀동,163-11,0163,0011,남양오피스텔,38.2500,202012,27,"3,300",9,-,-,1994,태평로 438,-,-,-
9,제주특별자치도 서귀포시 남원읍 위미리,4171-3,4171,0003,위미 캐슬 휘닉스,84.9700,202012,24,"20,000",2,-,-,2018, ,-,-,-
10,제주특별자치도 제주시 일도이동,160-7,0160,0007,일도이동 해든빌 오피스텔,71.0525,202012,22,"19,000",3,-,-,2017, ,-,-,-
11,제주특별자치도 서귀포시 대정읍 상모리,3943-4,3943,0004,해누리아파트,105.7600,202012,22,"20,000",3,-,-,2015, ,-,-,-
12,제주특별자치도 제주시 노형동,725-4,0725,0004,녹색도시,82.5400,202012,21,"26,000",11,-,-,2015, ,-,-,-
13,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,202012,21,"5,500",14,-,-,2004,연북로 45,-,-,-
14,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,202012,21,"5,500",14,-,-,2004,연북로 45,-,-,-
15,제주특별자치도 제주시 노형동,924-1,0924,0001,이편한세상 시티 노형,64.5957,202012,19,"50,201",16,-,-,2019,원노형남1길 11,-,-,-
16,제주특별자치도 제주시 이도이동,1986-5,1986,0005,오피스텔 노브힐 이도,36.1600,202012,18,"16,000",3,-,-,2017, ,-,-,-
17,제주특별자치도 서귀포시 동홍동,509-3,0509,0003,리움 오피스텔,52.1600,202012,18,"25,500",5,-,-,2020,동홍로 102,-,-,-
18,제주특별자치도 제주시 애월읍 애월리,1643,1643,0000,리나 더 하우스,59.5100,202012,18,"14,900",2,-,-,2019,애월로14길 6,-,-,-
19,제주특별자치도 제주시 노형동,710-2,0710,0002,에코에비뉴,35.9000,202012,17,"15,000",7,-,-,2017,연북로 21,-,-,-
20,제주특별자치도 제주시 영평동,2169-3,2169,0003,엠제이벤처오름,23.3187,202012,16,"10,000",3,-,-,2017,첨단로 199,-,-,-
21,제주특별자치도 제주시 노형동,711-3,0711,0003,온정,39.5150,202012,15,"13,200",8,-,-,2012,연북로 14,-,-,-
22,제주특별자치도 제주시 노형동,709,0709,0000,에코트윈,84.7100,202012,15,"28,000",14,-,-,2013,1100로 3308,-,-,-
23,제주특별자치도 서귀포시 서귀동,251-1,0251,0001,선경오피스텔,44.0000,202012,14,"4,100",9,-,-,1992,중정로 123,-,-,-
24,제주특별자치도 제주시 이도이동,1138-1,1138,0001,이도위더스빌24차,84.9000,202012,11,"26,000",9,-,-,2014,동광로6길 35-6,-,-,-
25,제주특별자치도 제주시 외도일동,505-8,0505,0008,남건휴먼스2차,42.3800,202012,10,"9,500",2,-,-,2015, ,-,-,-
26,제주특별자치도 제주시 일도이동,133-29,0133,0029,(133-29),51.9000,202012,10,"13,000",9,-,-,2018,동문로 128-1,-,-,-
27,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,20.1400,202012,10,"4,950",12,-,-,2004,연북로 41,-,-,-
28,제주특별자치도 제주시 이도이동,1021,1021,0000,도남해든빌,80.2200,202012,10,"36,000",2,-,-,2019,고산동산서길 11-2,-,-,-
29,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,202012,10,"4,950",11,-,-,2004,연북로 45,-,-,-
30,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,202012,10,"4,950",12,-,-,2004,연북로 45,-,-,-
31,제주특별자치도 제주시 노형동,711-2,0711,0002,이레하이텔,36.9400,202012,09,"8,400",12,-,-,2003,연북로 12,-,-,-
32,제주특별자치도 제주시 연동,292-86,0292,0086,연동드림아이오피스텔,26.7590,202012,08,"11,000",9,-,-,2017,연동13길 6,-,-,-
33,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,40.2800,202012,07,"9,400",8,-,-,2004,연북로 45,-,-,-
34,제주특별자치도 제주시 삼도이동,1137,1137,0000,한집시티빌,84.6446,202012,07,"35,000",6,-,-,2019,무근성3길 18,20210113,-,-
35,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,40.2800,202012,07,"9,400",8,-,-,2004,연북로 45,-,-,-
36,제주특별자치도 제주시 외도일동,537-2,0537,0002,남건휴먼스 5차,43.4400,202012,07,"10,300",3,-,-,2015,우령서로 67,-,-,-
37,제주특별자치도 제주시 연동,290-42,0290,0042,천마 에코피아 오피스텔,42.4150,202012,07,"23,270",6,-,-,2017,삼무로11길 4,-,-,-
38,제주특별자치도 서귀포시 대정읍 보성리,2477,2477,0000,이노에듀파크,27.9700,202012,07,"10,000",2,-,-,2018,글로벌에듀로 370,-,-,-
39,제주특별자치도 제주시 연동,306-12,0306,0012,진호 케스텔,30.7300,202012,05,"4,200",5,-,-,2003,사장길 37,-,-,-
40,제주특별자치도 서귀포시 동홍동,509-3,0509,0003,리움 오피스텔,23.0200,202012,04,"14,000",8,-,-,2020,동홍로 102,-,-,-
41,제주특별자치도 서귀포시 동홍동,509-3,0509,0003,리움 오피스텔,18.7600,202012,04,"11,500",4,-,-,2020,동홍로 102,-,-,-
42,제주특별자치도 제주시 삼양이동,2140-10,2140,0010,유피테르,118.6100,202012,03,"34,000",2,-,-,2020,원당로 5,-,-,-
43,제주특별자치도 제주시 애월읍 애월리,478-2,0478,0002,가온누리 아파텔,86.4499,202012,03,"25,000",4,-,-,2017, ,-,-,-
44,제주특별자치도 제주시 애월읍 애월리,478-2,0478,0002,가온누리 아파텔,86.4499,202012,03,"25,000",5,-,-,2017, ,-,-,-
45,제주특별자치도 제주시 일도이동,602-1,0602,0001,제주 신항 코아루 디펠리체,51.2009,202012,03,"27,900",10,-,-,2019,고마로 16,-,-,-
46,제주특별자치도 서귀포시 대정읍 보성리,2476-13,2476,0013,제주 이노에듀타운,25.7420,202012,02,"10,000",3,-,-,2016,글로벌에듀로 382,-,-,-
47,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,202012,01,"6,500",7,-,-,1991,도령로 54,-,-,-
48,제주특별자치도 제주시 연동,273-27,0273,0027,연동뜨레모아팰리스,39.7600,202011,30,"20,000",14,-,-,2018,신대로14길 47,-,-,-
49,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,20.1400,202011,30,"5,000",15,-,-,2004,연북로 41,-,-,-
50,제주특별자치도 제주시 도두일동,2627-5,2627,0005,(2627-5),31.5294,202011,30,"14,000",2,-,-,2017,도공로 9-10,-,-,-
51,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,20.1400,202011,30,"5,000",15,-,-,2004,연북로 41,-,-,-
52,제주특별자치도 제주시 노형동,711-5,0711,0005,노형 이타스 2,80.3300,202011,28,"25,200",5,-,-,2015, ,-,-,-
53,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,202011,28,"5,500",5,-,-,2004,연북로 45,-,-,-
54,제주특별자치도 제주시 노형동,711,0711,0000,에이스텔,61.0200,202011,27,"12,500",11,-,-,2003,연북로 8,-,-,-
55,제주특별자치도 제주시 연동,253-5,0253,0005,신제주 신성오피스텔,25.2450,202011,26,"7,000",7,-,-,1990,노연로 62,-,-,-
56,제주특별자치도 제주시 연동,276-9,0276,0009,신제주오피스텔,21.5900,202011,26,"2,100",6,-,-,1991,신광로 103,-,-,-
57,제주특별자치도 제주시 연동,1370-3,1370,0003,에코파인,84.8400,202011,25,"28,500",13,-,-,2015, ,-,-,-
58,제주특별자치도 제주시 일도이동,602-1,0602,0001,제주 신항 코아루 디펠리체,50.0363,202011,25,"26,985",9,-,-,2019,고마로 16,-,-,-
59,제주특별자치도 제주시 일도이동,602-1,0602,0001,제주 신항 코아루 디펠리체,51.5754,202011,25,"27,900",10,-,-,2019,고마로 16,-,-,-
60,제주특별자치도 제주시 일도이동,602-1,0602,0001,제주 신항 코아루 디펠리체,50.0363,202011,25,"26,600",4,-,-,2019,고마로 16,-,-,-
61,제주특별자치도 제주시 구좌읍 김녕리,1700-5,1700,0005,광영타운,84.4700,202011,25,"20,000",3,-,-,2019, ,-,-,-
62,제주특별자치도 제주시 영평동,2169-3,2169,0003,엠제이벤처오름,73.5993,202011,24,"26,500",5,-,-,2017,첨단로 199,-,-,-
63,제주특별자치도 서귀포시 서귀동,163-11,0163,0011,남양오피스텔,25.0250,202011,21,"2,500",8,-,-,1994,태평로 438,-,-,-
64,제주특별자치도 서귀포시 서귀동,307-10,0307,0010,수앤수,33.8504,202011,20,"13,000",10,-,-,2017,중앙로71번길 15-5,-,-,-
65,제주특별자치도 제주시 외도일동,505-8,0505,0008,남건휴먼스2차,40.4200,202011,20,"8,000",2,-,-,2015, ,-,-,-
66,제주특별자치도 제주시 일도이동,602-1,0602,0001,제주 신항 코아루 디펠리체,24.8573,202011,19,"8,000",3,-,-,2019,고마로 16,-,-,-
67,제주특별자치도 서귀포시 남원읍 위미리,4171-3,4171,0003,위미 캐슬 휘닉스,84.8900,202011,18,"22,500",3,-,-,2018, ,-,-,-
68,제주특별자치도 제주시 애월읍 하귀1리,117-1,0117,0001,제주모닝시티,24.6706,202011,18,"14,256",6,-,-,2018,하귀9길 2,-,-,-
69,제주특별자치도 제주시 외도일동,445-2,0445,0002,남건휴먼스4차,44.5700,202011,18,"9,500",7,-,-,2015, ,-,-,-
70,제주특별자치도 제주시 삼양이동,2142-1,2142,0001,삼화다온펠리스,42.8935,202011,16,"21,200",7,-,-,2019,지석2길 3,-,-,-
71,제주특별자치도 제주시 삼도일동,561-3,0561,0003,에스디빌,62.7500,202011,15,"23,600",2,-,-,2018,서광로 196,-,-,-
72,제주특별자치도 제주시 삼도일동,561-3,0561,0003,에스디빌,62.7500,202011,14,"25,100",5,-,-,2018,서광로 196,-,-,-
73,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,202011,13,"4,900",12,-,-,2004,연북로 45,-,-,-
74,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,202011,13,"4,950",12,-,-,2004,연북로 45,-,-,-
75,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,202011,13,"4,900",12,-,-,2004,연북로 45,-,-,-
76,제주특별자치도 서귀포시 동홍동,509-3,0509,0003,리움 오피스텔,52.1600,202011,12,"25,000",8,-,-,2020,동홍로 102,-,-,-
77,제주특별자치도 서귀포시 동홍동,509-3,0509,0003,리움 오피스텔,23.0200,202011,12,"14,000",6,-,-,2020,동홍로 102,-,-,-
78,제주특별자치도 제주시 외도일동,453-7,0453,0007,외도동 에코그린빌 3차,84.8500,202011,12,"21,000",5,-,-,2013,조공포길 22,-,-,-
79,제주특별자치도 서귀포시 동홍동,509-3,0509,0003,리움 오피스텔,18.7600,202011,12,"11,500",4,-,-,2020,동홍로 102,-,-,-
80,제주특별자치도 서귀포시 동홍동,509-3,0509,0003,리움 오피스텔,23.0200,202011,12,"14,000",7,-,-,2020,동홍로 102,-,-,-
81,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,202011,11,"5,500",11,-,-,1991,도령로 54,-,-,-
82,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,18.6600,202011,11,"4,150",7,-,-,2004,연북로 41,-,-,-
83,제주특별자치도 서귀포시 서귀동,163-11,0163,0011,남양오피스텔,38.2500,202011,11,"3,900",8,-,-,1994,태평로 438,-,-,-
84,제주특별자치도 제주시 삼도일동,561-3,0561,0003,에스디빌,82.2700,202011,11,"33,000",8,-,-,2018,서광로 196,-,-,-
85,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,18.6600,202011,11,"4,150",7,-,-,2004,연북로 41,-,-,-
86,제주특별자치도 제주시 연동,303-46,0303,0046,태림 수앤수,73.4700,202011,11,"24,000",7,-,-,2015,문송길 40,-,-,-
87,제주특별자치도 서귀포시 법환동,736-7,0736,0007,제주 오션스카이 아파트,69.9800,202011,10,"17,000",3,-,-,2017,김정문화로41번길 26,-,-,-
88,제주특별자치도 제주시 노형동,711-5,0711,0005,노형 이타스 2,55.2300,202011,10,"19,500",5,-,-,2015, ,-,-,-
89,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,202011,09,"6,500",5,-,-,1991,도령로 54,-,-,-
90,제주특별자치도 서귀포시 대정읍 하모리,1394-2,1394,0002,가온누리,81.4100,202011,06,"16,300",6,-,-,2016, ,-,-,-
91,제주특별자치도 제주시 연동,253-5,0253,0005,신제주 신성오피스텔,25.2450,202011,05,"7,000",10,-,-,1990,노연로 62,-,-,-
92,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,18.6600,202011,04,"3,100",3,-,-,2004,연북로 41,-,-,-
93,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,202011,04,"6,700",3,-,-,1991,도령로 54,-,-,-
94,제주특별자치도 서귀포시 중문동,2028-1,2028,0001,세움엠시티,30.5536,202011,03,"17,800",8,-,-,2018,천제연로 198,-,-,-
95,제주특별자치도 제주시 한림읍 한림리,1200-7,1200,0007,해원오피스텔,82.6289,202011,02,"18,700",2,-,-,2018,한림남2길 6,-,-,-
96,제주특별자치도 제주시 조천읍 조천리,2371-2,2371,0002,조천 휴미래,84.9953,202011,02,"33,000",3,-,-,2019,신북로 221,-,-,-
97,제주특별자치도 제주시 오라이동,1496-1,1496,0001,대원12차상록수아파트,83.4700,202011,02,"27,000",6,-,-,2017,연사2길 20,20210113,-,-
98,제주특별자치도 제주시 일도이동,602-1,0602,0001,제주 신항 코아루 디펠리체,24.8945,202011,02,"12,900",1,-,-,2019,고마로 16,-,-,-
99,제주특별자치도 제주시 오라이동,1496-1,1496,0001,대원12차상록수아파트,83.4700,202011,02,"27,000",6,-,-,2017,연사2길 20,-,-,-
100,제주특별자치도 서귀포시 동홍동,509-3,0509,0003,리움 오피스텔,18.7600,202011,02,"11,500",4,-,-,2020,동홍로 102,-,-,-
101,제주특별자치도 서귀포시 중문동,2028-1,2028,0001,세움엠시티,29.4940,202011,02,"22,000",8,-,-,2018,천제연로 198,-,-,-
102,제주특별자치도 제주시 외도일동,637-6,0637,0006,(637-6),84.9515,202010,29,"29,200",3,-,-,2019,우령2길 44,-,-,-
103,제주특별자치도 제주시 외도일동,418-4,0418,0004,위산 엘리시움 아파트,84.7706,202010,29,"28,000",2,-,-,2020,우정로4길 4-4,-,-,-
104,제주특별자치도 제주시 삼도이동,1137,1137,0000,한집시티빌,84.6446,202010,28,"35,000",10,-,-,2019,무근성3길 18,-,-,-
105,제주특별자치도 제주시 삼도이동,1137,1137,0000,한집시티빌,84.6446,202010,28,"35,000",9,-,-,2019,무근성3길 18,-,-,-
106,제주특별자치도 제주시 삼도이동,1137,1137,0000,한집시티빌,84.8646,202010,28,"35,000",10,-,-,2019,무근성3길 18,-,-,-
107,제주특별자치도 제주시 삼도이동,1137,1137,0000,한집시티빌,84.8646,202010,28,"35,000",9,-,-,2019,무근성3길 18,-,-,-
108,제주특별자치도 제주시 삼도이동,1137,1137,0000,한집시티빌,84.8646,202010,28,"35,000",9,-,-,2019,무근성3길 18,-,-,-
109,제주특별자치도 제주시 삼도이동,1137,1137,0000,한집시티빌,84.8646,202010,28,"35,000",10,-,-,2019,무근성3길 18,-,-,-
110,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,36.3100,202010,27,"8,500",7,-,-,1991,도령로 54,-,-,-
111,제주특별자치도 제주시 삼도이동,602-1,0602,0001,아이린아파트 5차,35.4100,202010,26,"13,000",10,-,-,2018,전농로9길 27,-,-,-
112,제주특별자치도 서귀포시 동홍동,509-3,0509,0003,리움 오피스텔,23.0200,202010,26,"12,500",6,-,-,2020,동홍로 102,-,-,-
113,제주특별자치도 서귀포시 동홍동,509-3,0509,0003,리움 오피스텔,52.1600,202010,26,"25,500",6,-,-,2020,동홍로 102,-,-,-
114,제주특별자치도 제주시 도련일동,1938-5,1938,0005,제주 아빌로스,35.1000,202010,22,"9,100",10,-,-,2014,건주로4길 6-4,-,-,-
115,제주특별자치도 서귀포시 동홍동,509-3,0509,0003,리움 오피스텔,52.1600,202010,22,"28,000",7,-,-,2020,동홍로 102,-,-,-
116,제주특별자치도 제주시 영평동,2169-3,2169,0003,엠제이벤처오름,73.1407,202010,20,"24,000",5,-,-,2017,첨단로 199,-,-,-
117,제주특별자치도 제주시 연동,306-10,0306,0010,연동이루안,71.3900,202010,19,"29,000",11,-,-,2018,사장길 33,-,-,-
118,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,202010,19,"6,000",3,-,-,1991,도령로 54,-,-,-
119,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,202010,15,"4,500",5,-,-,1991,도령로 54,-,-,-
120,제주특별자치도 제주시 이도이동,1138-1,1138,0001,이도위더스빌24차,84.9000,202010,14,"26,000",9,-,-,2014,동광로6길 35-6,20201211,-,-
121,제주특별자치도 제주시 도련일동,1938-5,1938,0005,제주 아빌로스,24.5700,202010,14,"6,300",7,-,-,2014,건주로4길 6-4,-,-,-
122,제주특별자치도 서귀포시 대정읍 보성리,2477,2477,0000,이노에듀파크,27.9700,202010,14,"10,000",2,-,-,2018,글로벌에듀로 370,20201207,-,-
123,제주특별자치도 서귀포시 남원읍 위미리,4171-3,4171,0003,위미 캐슬 휘닉스,84.9000,202010,14,"18,000",3,-,-,2018, ,-,-,-
124,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,202010,14,"4,700",8,-,-,2004,연북로 45,-,-,-
125,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,202010,13,"5,500",4,-,-,1991,도령로 54,-,-,-
126,제주특별자치도 제주시 연동,292-86,0292,0086,연동드림아이오피스텔,34.0791,202010,12,"14,700",4,-,-,2017,연동13길 6,-,-,-
127,제주특별자치도 서귀포시 동홍동,393-3,0393,0003,지예타워 V,78.1800,202010,12,"18,000",4,-,-,2015,태평로 483,-,-,-
128,제주특별자치도 서귀포시 서귀동,163-11,0163,0011,남양오피스텔,41.0600,202010,12,"3,100",6,-,-,1994,태평로 438,-,-,-
129,제주특별자치도 제주시 삼도일동,561-3,0561,0003,에스디빌,62.7500,202010,12,"24,100",3,-,-,2018,서광로 196,-,-,-
130,제주특별자치도 제주시 도련일동,1938-5,1938,0005,제주 아빌로스,24.5700,202010,12,"6,500",8,-,-,2014,건주로4길 6-4,-,-,-
131,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,202010,11,"4,200",8,-,-,2004,연북로 45,-,-,-
132,제주특별자치도 제주시 노형동,711-5,0711,0005,노형 이타스 2,80.3300,202010,10,"26,500",13,-,-,2015, ,-,-,-
133,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,20.1400,202010,10,"4,000",6,-,-,2004,연북로 41,-,-,-
134,제주특별자치도 제주시 도두일동,2627-5,2627,0005,(2627-5),31.5294,202010,10,"15,000",4,-,-,2017,도공로 9-10,-,-,-
135,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,20.1400,202010,10,"4,000",6,-,-,2004,연북로 41,-,-,-
136,제주특별자치도 제주시 삼도이동,12-11,0012,0011,갤럭시 탑동빌,56.4083,202010,09,"17,750",6,-,-,2017,중앙로4길 8,-,-,-
137,제주특별자치도 제주시 노형동,2525-8,2525,0008,(2525-8),84.7200,202010,08,"37,130",4,-,-,2019,정존5길 23,-,-,-
138,제주특별자치도 제주시 노형동,2525-8,2525,0008,(2525-8),84.7200,202010,08,"37,790",2,-,-,2019,정존5길 23,-,-,-
